,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
151925,13101874,JG294981,2023-06-09T21:45:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,PARK PROPERTY,True,False,421,4,7.0,43,18,2023,41.758174759,-87.549934016,17031431400
151946,13101929,JG294976,2023-06-09T21:10:00.000,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,True,2514,25,30.0,19,18,2023,41.938456254,-87.775564266,17031190402
151961,13101768,JG294932,2023-06-09T20:36:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,621,6,17.0,71,18,2023,41.749722354,-87.646442572,17031710800
151993,13101769,JG294887,2023-06-09T19:38:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1523,15,37.0,25,18,2023,41.888358546,-87.765144152,17031251500
152176,13100870,JG293799,2023-06-08T00:00:00.000,2026,NARCOTICS,POSSESS - PCP,STREET,True,False,1131,11,28.0,26,18,2023,41.876563337,-87.735333719,17031260500
152369,13099673,JG292439,2023-06-07T18:56:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,712,7,16.0,68,18,2023,41.78837287,-87.654727897,17031670100
152398,13099504,JG292276,2023-06-07T18:05:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,825,8,16.0,66,18,2023,41.778623365,-87.692160914,17031660600
152487,13099359,JG292041,2023-06-07T15:50:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2234,22,21.0,75,18,2023,41.678559743,-87.669869986,17031750500
152529,13099225,JG291890,2023-06-07T14:44:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1021,10,24.0,29,18,2023,41.862897608,-87.711176677,17031291200
152533,13191173,JG292380,2023-06-07T14:33:00.000,2091,NARCOTICS,FORFEIT PROPERTY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,True,False,121,1,42.0,28,18,2023,41.878840427,-87.639582928,17031281900
152566,13099224,JG291829,2023-06-07T13:53:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1115,11,28.0,26,18,2023,41.877675627,-87.72556696,17031260800
152567,13099141,JG291821,2023-06-07T13:48:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1522,15,29.0,25,18,2023,41.87845875,-87.756081223,17031252102
152584,13191172,JG291810,2023-06-07T13:28:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
152646,13191156,JG291763,2023-06-07T11:51:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,1012,10,24.0,29,18,2023,41.854358796,-87.728375547,17031292500
152712,13098984,JG291561,2023-06-07T09:42:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,1123,11,28.0,27,18,2023,41.884813067,-87.714199454,17031836800
152856,13098672,JG291251,2023-06-07T01:10:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,733,7,16.0,68,18,2023,41.765104053,-87.651029049,17031681100
153074,13101576,JG294724,2023-06-09T17:03:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,724,7,16.0,68,18,2023,41.773377144,-87.64948231,17031681000
153219,13101367,JG294367,2023-06-09T13:05:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),POLICE FACILITY / VEHICLE PARKING LOT,True,False,321,3,6.0,42,18,2023,41.76680404,-87.605619683,17031421200
153233,13185333,JG294382,2023-06-09T12:52:25.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),APARTMENT,True,False,823,8,15.0,66,18,2023,41.777283646,-87.694040365,17031660600
153280,13101284,JG294265,2023-06-09T11:36:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.896032623,-87.713892759,17031231100
153327,13101660,JG294863,2023-06-09T10:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT / LAND,True,False,1112,11,27.0,23,18,2023,41.897244785,-87.72039341,17031231200
153416,13191184,JG294359,2023-06-09T06:08:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76,18,2023,41.976290414,-87.905227221,17031980000
153660,13100759,JG293669,2023-06-08T19:25:00.000,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,STREET,True,False,731,7,6.0,69,18,2023,41.763098893,-87.633390353,17031691100
153669,13100634,JG293613,2023-06-08T19:05:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,621,6,17.0,71,18,2023,41.749925561,-87.642801399,17031710900
153681,13100600,JG293611,2023-06-08T18:59:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1011,10,24.0,29,18,2023,41.865191542,-87.723923014,17031838700
153698,13100568,JG293571,2023-06-08T18:20:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,2424,24,49.0,1,18,2023,42.014081071,-87.679380244,17031010201
153756,13100529,JG293453,2023-06-08T16:55:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2521,25,31.0,19,18,2023,41.934257748,-87.747492897,17031190200
153772,13100478,JG293347,2023-06-08T16:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1224,12,27.0,28,18,2023,41.879679951,-87.669255152,17031838100
153804,13100425,JG293323,2023-06-08T15:39:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),ALLEY,True,False,823,8,15.0,66,18,2023,41.779094348,-87.69493163,17031660301
153913,13100253,JG293027,2023-06-08T12:15:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.895455473,-87.71679264,17031231500
153950,13100139,JG292939,2023-06-08T11:06:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.897845792,-87.7127329,17031836600
153989,13101658,JG294842,2023-06-08T09:45:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT / LAND,True,False,1112,11,27.0,23,18,2023,41.896402972,-87.720004772,17031231200
154004,13098519,JG291064,2023-06-06T21:21:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1824,18,2.0,8,18,2023,41.900536458,-87.633265215,17031081000
154005,13098570,JG291082,2023-06-06T21:20:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GAS STATION,False,False,623,6,17.0,44,18,2023,41.750930206,-87.626145493,17031691200
154032,13098593,JG291061,2023-06-06T20:58:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,422,4,7.0,46,18,2023,41.751751179,-87.564682143,17031431301
154055,13098553,JG291003,2023-06-06T20:08:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2532,25,37.0,25,18,2023,41.902621761,-87.758255007,17031250700
154073,13098508,JG291005,2023-06-06T19:50:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,932,9,16.0,61,18,2023,41.794019789,-87.664885075,17031670300
154181,13098309,JG290831,2023-06-06T17:10:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,624,6,8.0,44,18,2023,41.75062661,-87.605219743,17031440201
154268,13098119,JG290573,2023-06-06T15:05:00.000,2026,NARCOTICS,POSSESS - PCP,ALLEY,True,False,1131,11,28.0,25,18,2023,41.87616378,-87.745111964,17031252202
154424,13170963,JG290201,2023-06-06T10:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,29,18,2023,41.868180939,-87.709271389,17031843000
154440,13098226,JG290199,2023-06-06T10:01:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,2013,20,48.0,77,18,2023,41.988727546,-87.668398835,17031030500
154471,13098094,JG290593,2023-06-06T09:13:00.000,2027,NARCOTICS,POSSESS - CRACK,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1433,14,1.0,24,18,2023,41.906179407,-87.661890579,17031842300
154482,13097723,JG290078,2023-06-06T09:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1132,11,24.0,29,18,2023,41.866202226,-87.723039647,17031843000
154617,13097510,JG289818,2023-06-06T00:15:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE,True,False,835,8,18.0,70,18,2023,41.741602563,-87.701048578,17031700502
154738,13097421,JG289708,2023-06-05T21:34:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,True,False,1112,11,27.0,23,18,2023,41.895454366,-87.717097507,17031231200
154785,13097287,JG289601,2023-06-05T20:18:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2412,24,50.0,2,18,2023,41.998211628,-87.696002039,17031020602
154808,13097365,JG289644,2023-06-05T19:45:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1111,11,37.0,23,18,2023,41.90083749,-87.726688119,17031842100
154841,13097231,JG289548,2023-06-05T18:58:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1133,11,28.0,27,18,2023,41.874498877,-87.713957534,17031271400
154846,13097285,JG289566,2023-06-05T18:45:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,611,6,17.0,71,18,2023,41.749899475,-87.663426378,17031710500
154867,13097205,JG289493,2023-06-05T18:07:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,1111,11,37.0,23,18,2023,41.900835444,-87.726820376,17031842100
154914,13097065,JG289357,2023-06-05T17:03:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1132,11,24.0,29,18,2023,41.868343578,-87.72526619,17031843000
154943,13097028,JG289315,2023-06-05T16:42:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,CTA TRAIN,True,False,113,1,34.0,32,18,2023,41.878638996,-87.627691486,17031839100
154986,13096998,JG289140,2023-06-05T15:23:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,714,7,16.0,67,18,2023,41.786291714,-87.664386014,17031670700
155051,13096872,JG289014,2023-06-05T13:42:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1112,11,27.0,23,18,2023,41.895433201,-87.719294148,17031231200
155188,13096684,JG288797,2023-06-05T10:30:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.894539497,-87.713844747,17031231500
155248,13096606,JG288646,2023-06-05T08:30:00.000,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2211,22,19.0,72,18,2023,41.711332046,-87.681769406,17031720300
155272,13096738,JG288598,2023-06-05T07:22:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27.0,23,18,2023,41.896068297,-87.713892414,17031836600
155557,13096249,JG288323,2023-06-04T21:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,1133,11,28.0,27,18,2023,41.875412863,-87.713985428,17031271400
155584,13096207,JG288240,2023-06-04T20:28:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1115,11,28.0,26,18,2023,41.880714316,-87.726757313,17031260200
155589,13096231,JG288302,2023-06-04T20:12:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,624,6,8.0,69,18,2023,41.751341721,-87.599861147,17031440101
155602,13096150,JG288183,2023-06-04T19:36:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,24.0,29,18,2023,41.867101912,-87.723475324,17031843000
155617,13096054,JG288193,2023-06-04T19:08:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,True,False,524,5,21.0,53,18,2023,41.677834205,-87.639941321,17031530501
155643,13096024,JG288130,2023-06-04T18:33:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895939304,-87.713889988,17031231100
155733,13095882,JG287975,2023-06-04T16:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,1914,19,46.0,3,18,2023,41.967794901,-87.656209954,17031830700
155894,13095716,JG287707,2023-06-04T10:39:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,False,False,2031,20,40.0,4,18,2023,41.968538551,-87.697971014,17031040201
156218,13095235,JG287104,2023-06-03T22:45:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1624,16,45.0,15,18,2023,41.960119308,-87.747502409,17031831700
156273,13095168,JG287051,2023-06-03T21:11:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,513,5,9.0,49,18,2023,41.692746355,-87.612639157,17031490901
156291,13095238,JG287061,2023-06-03T20:31:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,523,5,9.0,53,18,2023,41.65924115,-87.641286236,17031530503
156364,13095190,JG287030,2023-06-03T18:57:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1834,18,42.0,8,18,2023,41.88946287,-87.624222942,17031081403
156372,13095052,JG286941,2023-06-03T18:41:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,SIDEWALK,True,False,621,6,17.0,71,18,2023,41.750001514,-87.644024583,17031710900
156459,13095001,JG286781,2023-06-03T16:28:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,313,3,20.0,42,18,2023,41.781263748,-87.60432695,17031420400
156497,13094818,JG286636,2023-06-03T15:15:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1115,11,28.0,26,18,2023,41.878861855,-87.726220357,17031260700
156522,13094843,JG286615,2023-06-03T14:55:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,111,1,42.0,32,18,2023,41.887055407,-87.624543366,17031320102
156527,13094845,JG286625,2023-06-03T14:44:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1731,17,30.0,16,18,2023,41.939050218,-87.730729291,17031161300
156542,13094932,JG286613,2023-06-03T14:04:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,623,6,17.0,69,18,2023,41.755944053,-87.632416245,17031691200
156624,13094657,JG286399,2023-06-03T11:32:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),GAS STATION,True,False,1524,15,37.0,25,18,2023,41.901398996,-87.75575343,17031251100
156636,13094723,JG286433,2023-06-03T11:06:00.000,2022,NARCOTICS,POSSESS - COCAINE,ALLEY,True,False,2234,22,21.0,75,18,2023,41.692165244,-87.657933227,17031750600
156656,13094640,JG286337,2023-06-03T10:40:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1111,11,37.0,23,18,2023,41.900839535,-87.726555861,17031842100
157037,13094140,JG285779,2023-06-02T21:41:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,VEHICLE NON-COMMERCIAL,True,False,1834,18,42.0,8,18,2023,41.891992094,-87.628077084,17031081500
157160,13094152,JG285594,2023-06-02T18:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,332,3,5.0,43,18,2023,41.767245969,-87.57632989,17031430200
157306,13093766,JG285277,2023-06-02T14:55:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),STREET,False,False,622,6,21.0,71,18,2023,41.736304989,-87.639063605,17031710900
157326,13093698,JG285172,2023-06-02T14:12:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,712,7,16.0,68,18,2023,41.789658761,-87.649899666,17031680500
157358,13093691,JG285093,2023-06-02T13:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,BANK,True,False,234,2,4.0,41,18,2023,41.799461412,-87.596206318,17031410700
157359,13093694,JG285155,2023-06-02T13:00:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,724,7,16.0,68,18,2023,41.769557846,-87.654237065,17031834900
157385,13093860,JG285135,2023-06-02T12:39:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1915,19,46.0,3,18,2023,41.959106917,-87.653452557,17031032100
157441,13168498,JG285017,2023-06-02T11:42:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,1112,11,27.0,23,18,2023,41.902720693,-87.720609198,17031230700
157458,13170962,JG284984,2023-06-02T11:15:00.000,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,1423,14,1.0,24,18,2023,41.90716957,-87.692048154,17031241100
157462,13093533,JG284923,2023-06-02T11:12:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1533,15,29.0,25,18,2023,41.874056235,-87.746192424,17031252202
157629,13093414,JG284643,2023-06-02T04:00:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1613,16,41.0,10,18,2023,41.98067504,-87.80494996,17031100600
157889,13093136,JG284392,2023-06-01T20:21:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,422,4,7.0,46,18,2023,41.750985415,-87.55894501,17031460302
157898,13093022,JG284286,2023-06-01T20:05:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),POLICE FACILITY / VEHICLE PARKING LOT,True,False,713,7,16.0,67,18,2023,41.779520772,-87.660962362,17031670800
157923,13092961,JG284248,2023-06-01T19:46:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880399914,-87.753008553,17031251800
157990,13092717,JG284102,2023-06-01T17:53:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,CTA TRAIN,True,False,123,1,4.0,32,18,2023,41.8744151,-87.627609439,17031839000
158089,13091243,JG282055,2023-05-31T09:45:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SCHOOL - PUBLIC BUILDING,True,False,1034,10,25.0,31,18,2023,41.845443665,-87.683830991,17031841300
158359,13090867,JG281593,2023-05-30T22:06:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,813,8,13.0,62,18,2023,41.788245543,-87.723020561,17031620400
158381,13090794,JG281567,2023-05-30T21:31:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,HOSPITAL BUILDING / GROUNDS,False,False,522,5,9.0,49,18,2023,41.692569761,-87.624397882,17031491000
158402,13090871,JG281518,2023-05-30T20:53:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,632,6,6.0,44,18,2023,41.736411421,-87.620589127,17031440600
158422,13090635,JG281462,2023-05-30T20:10:00.000,2027,NARCOTICS,POSSESS - CRACK,POLICE FACILITY / VEHICLE PARKING LOT,True,False,621,6,17.0,71,18,2023,41.751928332,-87.644077264,17031710800
158464,13090709,JG281480,2023-05-30T19:20:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA PLATFORM,True,False,122,1,42.0,32,18,2023,41.885741029,-87.631711749,17031839100
158543,13090744,JG281321,2023-05-30T17:18:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),HOTEL / MOTEL,True,False,2011,20,50.0,2,18,2023,41.989293402,-87.705537043,17031020701
158544,13090602,JG281274,2023-05-30T17:16:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,False,False,1232,12,28.0,28,18,2023,41.863459158,-87.652462374,17031283800
158565,13091673,JG282774,2023-05-30T17:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,2432,24,49.0,1,18,2023,41.998734156,-87.660613118,17031010503
158744,13090213,JG280823,2023-05-30T11:24:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),HOSPITAL BUILDING / GROUNDS,True,False,411,4,8.0,43,18,2023,41.757630995,-87.585708249,17031834200
158755,13090250,JG280776,2023-05-30T11:01:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COMMERCIAL / BUSINESS OFFICE,True,False,2513,25,29.0,25,18,2023,41.909001739,-87.79672809,17031812200
159069,13092576,JG283856,2023-06-01T15:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,2432,24,40.0,1,18,2023,41.999533347,-87.671104423,17031830600
159078,13092621,JG283889,2023-06-01T15:29:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,712,7,16.0,68,18,2023,41.787511,-87.654700318,17031670100
159150,13092965,JG283903,2023-06-01T13:30:00.000,1840,NARCOTICS,DELIVER CANNABIS TO PERSON UNDER 18,SCHOOL - PUBLIC BUILDING,True,False,413,4,8.0,47,18,2023,41.728740563,-87.596150779,17031470100
159158,13092553,JG283672,2023-06-01T13:06:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,122,1,34.0,32,18,2023,41.878113871,-87.634262752,17031839100
159171,13092604,JG283764,2023-06-01T12:52:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,122,1,34.0,32,18,2023,41.878113961,-87.634277439,17031839100
159185,13092578,JG283793,2023-06-01T12:18:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,False,False,1011,10,24.0,29,18,2023,41.863565708,-87.722657223,17031838700
159240,13092435,JG283560,2023-06-01T11:23:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,False,False,1523,15,37.0,25,18,2023,41.88893074,-87.756614969,17031251500
159341,13092461,JG283645,2023-06-01T08:50:00.000,2090,NARCOTICS,ALTER / FORGE PRESCRIPTION,SMALL RETAIL STORE,True,False,1924,19,44.0,6,18,2023,41.94044868,-87.651081589,17031062100
159345,13092375,JG283376,2023-06-01T08:40:00.000,2022,NARCOTICS,POSSESS - COCAINE,SCHOOL - PRIVATE GROUNDS,True,False,922,9,14.0,58,18,2023,41.808229168,-87.69717336,17031842800
159359,13092243,JG283384,2023-06-01T08:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SCHOOL - PUBLIC BUILDING,True,False,634,6,6.0,49,18,2023,41.724927226,-87.623815165,17031490200
159479,13092047,JG283102,2023-06-01T01:27:00.000,2022,NARCOTICS,POSSESS - COCAINE,POLICE FACILITY / VEHICLE PARKING LOT,True,False,621,6,17.0,71,18,2023,41.751928332,-87.644077264,17031710800
159685,13091927,JG282975,2023-05-31T21:30:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2413,24,50.0,2,18,2023,41.994828447,-87.699545256,17031020802
159743,13091905,JG282897,2023-05-31T19:43:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,True,False,424,4,10.0,46,18,2023,41.727562592,-87.545594933,17031461000
159829,13091845,JG282794,2023-05-31T17:30:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,624,6,8.0,69,18,2023,41.75230871,-87.599157492,17031691500
159832,13091639,JG282672,2023-05-31T17:22:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1135,11,28.0,28,18,2023,41.874628795,-87.686256372,17031282700
159861,13091650,JG282648,2023-05-31T16:40:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,ALLEY,True,False,2011,20,40.0,2,18,2023,41.986177424,-87.700300499,17031020701
